because_CS,0.515895546,Absolute value then sorted from greatest to least,Mean,Median,,because_CS,0.515895546,Filter for words above the mean,because_CS,0.515895546,Get their original values,because_CS,0.515895546,,because_CS,0.515895546,All the positive values,Mean,Median,,because_CS,0.515895546,Filtered words >= to the Mean,,decision_NN,-0.107549152,All the negative values,Mean,Median,,office_NN,-0.179411725,Filtered words <= to the Mean,,,because_CS,Total: 176 Words
colleges_NNS,0.223156271,,,,,colleges_NNS,0.223156271,,looking_VBG,0.196485836,,colleges_NNS,0.223156271,,looking_VBG,0.196485836,,0.192630528,,,looking_VBG,0.196485836,,,protect_VB,-0.191553564,,-0.178273039,,,,,,,,looking_VBG,
never_RB,0.222764402,,,,,never_RB,0.222764402,,250_CD,0.196176056,,never_RB,-0.222764402,,250_CD,0.196176056,,0.192630528,,,250_CD,0.196176056,,,percent_NN,-0.191600687,,-0.178273039,,,,,,,,250_CD,
and_CC,0.222703372,,,,,and_CC,0.222703372,,getting_VBG,0.196056975,,and_CC,-0.222703372,,getting_VBG,0.196056975,,0.192630528,,,getting_VBG,0.196056975,,,often_RB,-0.192339002,,-0.178273039,,,,,,,,getting_VBG,
corporations_NNS,0.221083348,,,,,corporations_NNS,0.221083348,,that_DT,0.195243828,,corporations_NNS,0.221083348,,that_DT,0.195243828,,0.192630528,,,that_DT,0.195243828,,,am_BEM,-0.19267924,,-0.178273039,,,,,,,,that_DT,
record_NN,0.220874626,,,,,record_NN,0.220874626,,make_VB,0.195218886,,record_NN,-0.220874626,,make_VB,0.195218886,,0.192630528,,,make_VB,0.195218886,,,honor_NN,-0.194184666,,-0.178273039,,,,,,,,make_VB,
election_NN,0.219677847,,,,,election_NN,0.219677847,,or_CC,0.194185953,,election_NN,0.219677847,,or_CC,0.194185953,,0.192630528,,,or_CC,0.194185953,,,become_VB,-0.196730291,,-0.178273039,,,,,,,,or_CC,
audience_NN,0.219566484,,,,,audience_NN,0.219566484,,making_VBG,0.1941007,,audience_NN,0.219566484,,making_VBG,0.1941007,,0.192630528,,,making_VBG,0.1941007,,,clinton_NP,-0.196828854,,-0.178273039,,,,,,,,making_VBG,
you've_PPSS,0.219448947,,,,,you've_PPSS,0.219448947,,politics_NN,0.193957945,,you've_PPSS,0.219448947,,politics_NN,0.193957945,,0.192630528,,,politics_NN,0.193957945,,,control_NN,-0.197346195,,-0.178273039,,,,,,,,politics_NN,
wrong_JJ,0.219115836,,,,,wrong_JJ,0.219115836,,years_NNS,0.193466478,,wrong_JJ,-0.219115836,,years_NNS,0.193466478,,0.192630528,,,years_NNS,0.193466478,,,ways_NNS,-0.197615413,,-0.178273039,,,,,,,,years_NNS,
some_DTI,0.217762382,,,,,some_DTI,0.217762382,,auto_NN,0.192939257,,some_DTI,0.217762382,,auto_NN,0.192939257,,0.192630528,,,auto_NN,0.192939257,,,interests_NNS,-0.201180462,,-0.178273039,,,,,,,,auto_NN,
2008_CD,0.217406702,,,,,2008_CD,0.217406702,,come_VB,0.192494088,,2008_CD,0.217406702,,come_VB,0.192494088,,0.192630528,,,,,,,heart_NN,-0.202283748,,-0.178273039,,,,,,,,office_NN,
up_RP,0.216340433,,,,,up_RP,0.216340433,,actually_RB,0.191510377,,up_RP,0.216340433,,actually_RB,0.191510377,,0.192630528,,,,,,,seek_VB,-0.202332527,,-0.178273039,,,,,,,,bad_JJ,
depression_NN,0.215746659,,,,,depression_NN,0.215746659,,doors_NNS,0.190938714,,depression_NN,0.215746659,,doors_NNS,0.190938714,,0.192630528,,,,,,,rights_NNS,-0.203480154,,-0.178273039,,,,,,,,history_NN,
made_VBD,0.21523136,,,,,made_VBD,0.21523136,,back_RB,0.190909385,,made_VBD,0.21523136,,back_RB,0.190909385,,0.192630528,,,,,,,direction_NN,-0.20510426,,-0.178273039,,,,,,,,public_JJ,
reforms_NNS,0.213416624,,,,,reforms_NNS,0.213416624,,easy_JJ,0.189330984,,reforms_NNS,-0.213416624,,easy_JJ,0.189330984,,0.192630528,,,,,,,cause_NN,-0.207304443,,-0.178273039,,,,,,,,as_CS,
power_NN,0.211466707,,,,,power_NN,0.211466707,,top_NN,0.189077315,,power_NN,-0.211466707,,top_NN,0.189077315,,0.192630528,,,,,,,serious_JJ,-0.208004019,,-0.178273039,,,,,,,,someone_PN,
century_NN,0.210280425,,,,,century_NN,0.210280425,,don't_DO,0.188292941,,century_NN,0.210280425,,don't_DO,0.188292941,,0.192630528,,,,,,,his_PP$,-0.209409068,,-0.178273039,,,,,,,,other_AP,
asking_VBG,0.209834959,,,,,asking_VBG,0.209834959,,but_CC,0.186081529,,asking_VBG,0.209834959,,but_CC,0.186081529,,0.192630528,,,,,,,power_NN,-0.211466707,,-0.178273039,,,,,,,,many_AP,
idea_NN,0.209780069,,,,,idea_NN,0.209780069,,thing_NN,0.186068114,,idea_NN,0.209780069,,thing_NN,0.186068114,,0.192630528,,,,,,,reforms_NNS,-0.213416624,,-0.178273039,,,,,,,,until_CS,
reason_NN,0.209610208,,,,,reason_NN,0.209610208,,communities_NNS,0.185258392,,reason_NN,0.209610208,,communities_NNS,0.185258392,,0.192630528,,,,,,,wrong_JJ,-0.219115836,,-0.178273039,,,,,,,,wealth_NN,
his_PP$,0.209409068,,,,,his_PP$,0.209409068,,maybe_RB,0.184473565,,his_PP$,-0.209409068,,maybe_RB,0.184473565,,0.192630528,,,,,,,record_NN,-0.220874626,,-0.178273039,,,,,,,,lead_VB,
they've_PPSS,0.209328281,,,,,they've_PPSS,0.209328281,,still_RB,0.184163815,,they've_PPSS,0.209328281,,still_RB,0.184163815,,0.192630528,,,,,,,and_CC,-0.222703372,,-0.178273039,,,,,,,,senator_NN,
class_NN,0.208610337,,,,,class_NN,0.208610337,,neighbors_NNS,0.18389545,,class_NN,0.208610337,,neighbors_NNS,0.18389545,,0.192630528,,,,,,,never_RB,-0.222764402,,-0.178273039,,,,,,,,answer_NN,
serious_JJ,0.208004019,,,,,serious_JJ,0.208004019,,running_VBG,0.18368359,,serious_JJ,-0.208004019,,running_VBG,0.18368359,,0.192630528,,,,,,,course_NN,-0.225898574,,-0.178273039,,,,,,,,courage_NN,
united_VBN,0.207840699,,,,,united_VBN,0.207840699,,middle_JJ,0.183079826,,united_VBN,0.207840699,,middle_JJ,0.183079826,,0.192630528,,,,,,,my_PP$,-0.227548444,,-0.178273039,,,,,,,,protect_VB,
working_VBG,0.207644934,,,,,working_VBG,0.207644934,,i'll_PPSS,0.182938787,,working_VBG,0.207644934,,i'll_PPSS,0.182938787,,0.192630528,,,,,,,any_DTI,-0.229478047,,-0.178273039,,,,,,,,percent_NN,
you'll_PPSS,0.207524554,,,,,you'll_PPSS,0.207524554,,kids_NNS,0.181452079,,you'll_PPSS,0.207524554,,kids_NNS,0.181452079,,0.192630528,,,,,,,has_HVZ,-0.229820048,,-0.178273039,,,,,,,,often_RB,
cause_NN,0.207304443,,,,,cause_NN,0.207304443,,banks_NNS,0.181353809,,cause_NN,-0.207304443,,banks_NNS,0.181353809,,0.192630528,,,,,,,very_QL,-0.233403691,,-0.178273039,,,,,,,,am_BEM,
when_WRB,0.20689855,,,,,when_WRB,0.20689855,,workers_NNS,0.181265468,,when_WRB,0.20689855,,workers_NNS,0.181265468,,0.192630528,,,,,,,business_NN,-0.234270855,,-0.178273039,,,,,,,,honor_NN,
direction_NN,0.20510426,,,,,direction_NN,0.20510426,,invest_VB,0.181004939,,direction_NN,-0.20510426,,invest_VB,0.181004939,,0.192630528,,,,,,,others_NNS,-0.23781561,,-0.178273039,,,,,,,,become_VB,
can't_MD,0.203719568,,,,,can't_MD,0.203719568,,stay_VB,0.178884042,,can't_MD,0.203719568,,stay_VB,0.178884042,,0.192630528,,,,,,,its_PP$,-0.238611091,,-0.178273039,,,,,,,,clinton_NP,
give_VB,0.203493051,,,,,give_VB,0.203493051,,started_VBD,0.178103691,,give_VB,0.203493051,,started_VBD,0.178103691,,0.192630528,,,,,,,such_JJ,-0.238748673,,-0.178273039,,,,,,,,control_NN,
rights_NNS,0.203480154,,,,,rights_NNS,0.203480154,,saw_VBD,0.177304403,,rights_NNS,-0.203480154,,saw_VBD,0.177304403,,0.192630528,,,,,,,much_QL,-0.246177544,,-0.178273039,,,,,,,,ways_NNS,
seek_VB,0.202332527,,,,,seek_VB,0.202332527,,said_VBD,0.176729018,,seek_VB,-0.202332527,,said_VBD,0.176729018,,0.192630528,,,,,,,he_PPS,-0.253123811,,-0.178273039,,,,,,,,interests_NNS,
heart_NN,0.202283748,,,,,heart_NN,0.202283748,,work_NN,0.17603897,,heart_NN,-0.202283748,,work_NN,0.17603897,,0.192630528,,,,,,,case_NN,-0.258074098,,-0.178273039,,,,,,,,heart_NN,
interests_NNS,0.201180462,,,,,interests_NNS,0.201180462,,generation_NN,0.175642503,,interests_NNS,-0.201180462,,generation_NN,0.175642503,,0.192630528,,,,,,,dollars_NNS,-0.258265115,,-0.178273039,,,,,,,,seek_VB,
john_NP,0.199739287,,,,,john_NP,0.199739287,,months_NNS,0.175102112,,john_NP,0.199739287,,months_NNS,0.175102112,,0.192630528,,,,,,,life_NN,-0.262964994,,-0.178273039,,,,,,,,rights_NNS,
cuts_VBZ,0.198266971,,,,,cuts_VBZ,0.198266971,,wealthy_JJ,0.172277874,,cuts_VBZ,0.198266971,,wealthy_JJ,0.172277874,,0.192630528,,,,,,,most_QL,-0.263435861,,-0.178273039,,,,,,,,direction_NN,
anybody_PN,0.197661084,,,,,anybody_PN,0.197661084,,million_CD,0.171920147,,anybody_PN,0.197661084,,million_CD,0.171920147,,0.192630528,,,,,,,would_MD,-0.269719073,,-0.178273039,,,,,,,,cause_NN,
ways_NNS,0.197615413,,,,,ways_NNS,0.197615413,,skills_NNS,0.170867414,,ways_NNS,-0.197615413,,skills_NNS,0.170867414,,0.192630528,,,,,,,increase_NN,-0.274656529,,-0.178273039,,,,,,,,serious_JJ,
control_NN,0.197346195,,,,,control_NN,0.197346195,,wants_VBZ,0.170706967,,control_NN,-0.197346195,,wants_VBZ,0.170706967,,0.192630528,,,,,,,to_IN,-0.27932403,,-0.178273039,,,,,,,,his_PP$,
they'll_PPSS,0.197337836,,,,,they'll_PPSS,0.197337836,,know_VB,0.169891399,,they'll_PPSS,0.197337836,,know_VB,0.169891399,,0.192630528,,,,,,,spending_NN,-0.281608899,,-0.178273039,,,,,,,,power_NN,
clinton_NP,0.196828854,,,,,clinton_NP,0.196828854,,philosophy_NN,0.169563564,,clinton_NP,-0.196828854,,philosophy_NN,0.169563564,,0.192630528,,,,,,,among_IN,-0.289292239,,-0.178273039,,,,,,,,reforms_NNS,
become_VB,0.196730291,,,,,become_VB,0.196730291,,move_VB,0.168886142,,become_VB,-0.196730291,,move_VB,0.168886142,,0.192630528,,,,,,,the_AT,-0.294418347,,-0.178273039,,,,,,,,wrong_JJ,
look_VB,0.19670318,,,,,look_VB,0.19670318,,grow_VB,0.168173263,,look_VB,0.19670318,,grow_VB,0.168173263,,0.192630528,,,,,,,will_MD,-0.300357651,,-0.178273039,,,,,,,,record_NN,
looking_VBG,0.196485836,,,,,looking_VBG,0.196485836,,states_NNS,0.167469258,,looking_VBG,0.196485836,,states_NNS,0.167469258,,0.192630528,,,,,,,of_IN,-0.31330516,,-0.178273039,,,,,,,,and_CC,
250_CD,0.196176056,,,,,250_CD,0.196176056,,standing_VBG,0.167211213,,250_CD,0.196176056,,standing_VBG,0.167211213,,0.192630528,,,,,,,elected_VBN,-0.333500386,,-0.178273039,,,,,,,,never_RB,
getting_VBG,0.196056975,,,,,getting_VBG,0.196056975,,giving_VBG,0.166136566,,getting_VBG,0.196056975,,giving_VBG,0.166136566,,0.192630528,,,,,,,government_NN,-0.353634135,,-0.178273039,,,,,,,,course_NN,
that_DT,0.195243828,,,,,that_DT,0.195243828,,passed_VBD,0.164886205,,that_DT,0.195243828,,passed_VBD,0.164886205,,0.192630528,,,,,,,greater_JJR,-0.354763159,,-0.178273039,,,,,,,,my_PP$,
make_VB,0.195218886,,,,,make_VB,0.195218886,,romney_NN,0.163619961,,make_VB,0.195218886,,romney_NN,0.163619961,,0.192630528,,,,,,,obama_NP,-0.403758908,,-0.178273039,,,,,,,,any_DTI,
or_CC,0.194185953,,,,,or_CC,0.194185953,,building_VBG,0.162557356,,or_CC,0.194185953,,building_VBG,0.162557356,,0.192630528,,,,,,,,,,-0.178273039,,,,,,,,has_HVZ,
honor_NN,0.194184666,,,,,honor_NN,0.194184666,,uniform_NN,0.160899399,,honor_NN,-0.194184666,,uniform_NN,0.160899399,,0.192630528,,,,,,,,,,,,,,,,,,very_QL,
making_VBG,0.1941007,,,,,making_VBG,0.1941007,,community_NN,0.160216768,,making_VBG,0.1941007,,community_NN,0.160216768,,0.192630528,,,,,,,,,,,,,,,,,,business_NN,
politics_NN,0.193957945,,,,,politics_NN,0.193957945,,i've_PPSS,0.159949272,,politics_NN,0.193957945,,i've_PPSS,0.159949272,,0.192630528,,,,,,,,,,,,,,,,,,others_NNS,
years_NNS,0.193466478,,,,,years_NNS,0.193466478,,outstanding_JJ,0.159143487,,years_NNS,0.193466478,,outstanding_JJ,0.159143487,,0.192630528,,,,,,,,,,,,,,,,,,its_PP$,
auto_NN,0.192939257,,,,,auto_NN,0.192939257,,worked_VBD,0.158461518,,auto_NN,0.192939257,,worked_VBD,0.158461518,,0.192630528,,,,,,,,,,,,,,,,,,such_JJ,
am_BEM,0.19267924,,,,,am_BEM,0.19267924,,pay_VB,0.157649824,,am_BEM,-0.19267924,,pay_VB,0.157649824,,0.192630528,,,,,,,,,,,,,,,,,,much_QL,
come_VB,0.192494088,,,,,come_VB,0.192494088,,talking_VBG,0.156970777,,come_VB,0.192494088,,talking_VBG,0.156970777,,0.192630528,,,,,,,,,,,,,,,,,,he_PPS,
often_RB,0.192339002,,,,,often_RB,0.192339002,,fighting_VBG,0.156174534,,often_RB,-0.192339002,,fighting_VBG,0.156174534,,0.192630528,,,,,,,,,,,,,,,,,,case_NN,
percent_NN,0.191600687,,,,,percent_NN,0.191600687,,say_VB,0.155945752,,percent_NN,-0.191600687,,say_VB,0.155945752,,0.192630528,,,,,,,,,,,,,,,,,,dollars_NNS,
protect_VB,0.191553564,,,,,protect_VB,0.191553564,,street_NN,0.155762098,,protect_VB,-0.191553564,,street_NN,0.155762098,,0.192630528,,,,,,,,,,,,,,,,,,life_NN,
actually_RB,0.191510377,,,,,actually_RB,0.191510377,,investments_NNS,0.155714216,,actually_RB,0.191510377,,investments_NNS,0.155714216,,0.192630528,,,,,,,,,,,,,,,,,,most_QL,
doors_NNS,0.190938714,,,,,doors_NNS,0.190938714,,got_VBN,0.155161958,,doors_NNS,0.190938714,,got_VBN,0.155161958,,0.192630528,,,,,,,,,,,,,,,,,,would_MD,
back_RB,0.190909385,,,,,back_RB,0.190909385,,means_VBZ,0.153551494,,back_RB,0.190909385,,means_VBZ,0.153551494,,0.192630528,,,,,,,,,,,,,,,,,,increase_NN,
courage_NN,0.189740978,,,,,courage_NN,0.189740978,,recession_NN,0.152046366,,courage_NN,-0.189740978,,recession_NN,0.152046366,,0.192630528,,,,,,,,,,,,,,,,,,to_IN,
easy_JJ,0.189330984,,,,,easy_JJ,0.189330984,,renewable_JJ,0.151303761,,easy_JJ,0.189330984,,renewable_JJ,0.151303761,,0.192630528,,,,,,,,,,,,,,,,,,spending_NN,
top_NN,0.189077315,,,,,top_NN,0.189077315,,lobbyists_NNS,0.151265962,,top_NN,0.189077315,,lobbyists_NNS,0.151265962,,0.192630528,,,,,,,,,,,,,,,,,,among_IN,
don't_DO,0.188292941,,,,,don't_DO,0.188292941,,it's_NP$,0.150693666,,don't_DO,0.188292941,,it's_NP$,0.150693666,,0.192630528,,,,,,,,,,,,,,,,,,the_AT,
answer_NN,0.188268245,,,,,answer_NN,0.188268245,,stake_NN,0.150100753,,answer_NN,-0.188268245,,stake_NN,0.150100753,,0.192630528,,,,,,,,,,,,,,,,,,will_MD,
senator_NN,0.188189561,,,,,senator_NN,0.188189561,,member_NN,0.149328814,,senator_NN,-0.188189561,,member_NN,0.149328814,,0.192630528,,,,,,,,,,,,,,,,,,of_IN,
lead_VB,0.187948695,,,,,lead_VB,0.187948695,,dream_NN,0.148898894,,lead_VB,-0.187948695,,dream_NN,0.148898894,,0.192630528,,,,,,,,,,,,,,,,,,elected_VBN,
wealth_NN,0.187943345,,,,,wealth_NN,0.187943345,,doesn't_DOZ,0.148454846,,wealth_NN,-0.187943345,,doesn't_DOZ,0.148454846,,0.192630528,,,,,,,,,,,,,,,,,,government_NN,
but_CC,0.186081529,,,,,but_CC,0.186081529,,do_DO,0.147917654,,but_CC,0.186081529,,do_DO,0.147917654,,0.192630528,,,,,,,,,,,,,,,,,,greater_JJR,
thing_NN,0.186068114,,,,,thing_NN,0.186068114,,infrastructure_NN,0.147903954,,thing_NN,0.186068114,,infrastructure_NN,0.147903954,,0.192630528,,,,,,,,,,,,,,,,,,obama_NP,
until_CS,0.185583518,,,,,until_CS,0.185583518,,month_NN,0.147486337,,until_CS,-0.185583518,,month_NN,0.147486337,,0.192630528,,,,,,,,,,,,,,,,,,,
communities_NNS,0.185258392,,,,,communities_NNS,0.185258392,,being_BEG,0.146114599,,communities_NNS,0.185258392,,being_BEG,0.146114599,,0.192630528,,,,,,,,,,,,,,,,,,,
many_AP,0.184587362,,,,,many_AP,0.184587362,,put_VBD,0.145908601,,many_AP,-0.184587362,,put_VBD,0.145908601,,0.192630528,,,,,,,,,,,,,,,,,,,
maybe_RB,0.184473565,,,,,maybe_RB,0.184473565,,comes_VBZ,0.145714669,,maybe_RB,0.184473565,,comes_VBZ,0.145714669,,0.192630528,,,,,,,,,,,,,,,,,,,
other_AP,0.184391822,,,,,other_AP,0.184391822,,something_PN,0.144964036,,other_AP,-0.184391822,,something_PN,0.144964036,,0.192630528,,,,,,,,,,,,,,,,,,,
still_RB,0.184163815,,,,,still_RB,0.184163815,,may_MD,0.144952479,,still_RB,0.184163815,,may_MD,0.144952479,,0.192630528,,,,,,,,,,,,,,,,,,,
neighbors_NNS,0.18389545,,,,,neighbors_NNS,0.18389545,,happens_VBZ,0.143730824,,neighbors_NNS,0.18389545,,happens_VBZ,0.143730824,,0.192630528,,,,,,,,,,,,,,,,,,,
running_VBG,0.18368359,,,,,running_VBG,0.18368359,,decades_NNS,0.143240411,,running_VBG,0.18368359,,decades_NNS,0.143240411,,0.192630528,,,,,,,,,,,,,,,,,,,
someone_PN,0.183430705,,,,,someone_PN,0.183430705,,are_BER,0.142834445,,someone_PN,-0.183430705,,are_BER,0.142834445,,0.192630528,,,,,,,,,,,,,,,,,,,
middle_JJ,0.183079826,,,,,middle_JJ,0.183079826,,you_PPO,0.142662659,,middle_JJ,0.183079826,,you_PPO,0.142662659,,0.192630528,,,,,,,,,,,,,,,,,,,
i'll_PPSS,0.182938787,,,,,i'll_PPSS,0.182938787,,applause_NN,0.142577087,,i'll_PPSS,0.182938787,,applause_NN,0.142577087,,0.192630528,,,,,,,,,,,,,,,,,,,
as_CS,0.182471746,,,,,as_CS,0.182471746,,she_PPS,0.142567678,,as_CS,-0.182471746,,she_PPS,0.142567678,,0.192630528,,,,,,,,,,,,,,,,,,,
public_JJ,0.181741906,,,,,public_JJ,0.181741906,,works_VBZ,0.142085241,,public_JJ,-0.181741906,,works_VBZ,0.142085241,,0.192630528,,,,,,,,,,,,,,,,,,,
kids_NNS,0.181452079,,,,,kids_NNS,0.181452079,,relief_NN,0.141840155,,kids_NNS,0.181452079,,relief_NN,0.141840155,,0.192630528,,,,,,,,,,,,,,,,,,,
banks_NNS,0.181353809,,,,,banks_NNS,0.181353809,,1_CD,0.141263348,,banks_NNS,0.181353809,,1_CD,0.141263348,,0.192630528,,,,,,,,,,,,,,,,,,,
workers_NNS,0.181265468,,,,,workers_NNS,0.181265468,,out_RP,0.14123718,,workers_NNS,0.181265468,,out_RP,0.14123718,,0.192630528,,,,,,,,,,,,,,,,,,,
invest_VB,0.181004939,,,,,invest_VB,0.181004939,,finally_RB,0.138854689,,invest_VB,0.181004939,,finally_RB,0.138854689,,0.192630528,,,,,,,,,,,,,,,,,,,
history_NN,0.180676704,,,,,history_NN,0.180676704,,trying_VBG,0.138775777,,history_NN,-0.180676704,,trying_VBG,0.138775777,,0.192630528,,,,,,,,,,,,,,,,,,,
bad_JJ,0.18046086,,,,,bad_JJ,0.18046086,,compete_VB,0.138510167,,bad_JJ,-0.18046086,,compete_VB,0.138510167,,0.192630528,,,,,,,,,,,,,,,,,,,
office_NN,0.179411725,,,,,office_NN,0.179411725,,over_IN,0.13838239,,office_NN,-0.179411725,,over_IN,0.13838239,,0.192630528,,,,,,,,,,,,,,,,,,,
stay_VB,0.178884042,,,,,stay_VB,0.178884042,,where_WRB,0.138174471,,stay_VB,0.178884042,,where_WRB,0.138174471,,0.192630528,,,,,,,,,,,,,,,,,,,
started_VBD,0.178103691,,,,,started_VBD,0.178103691,,turn_VB,0.137650959,,started_VBD,0.178103691,,turn_VB,0.137650959,,0.192630528,,,,,,,,,,,,,,,,,,,
federal_JJ,0.177598493,,,,,federal_JJ,0.177598493,,start_VB,0.137511779,,federal_JJ,-0.177598493,,start_VB,0.137511779,,0.192630528,,,,,,,,,,,,,,,,,,,
saw_VBD,0.177304403,,,,,saw_VBD,0.177304403,,challenges_NNS,0.137435799,,saw_VBD,0.177304403,,challenges_NNS,0.137435799,,0.192630528,,,,,,,,,,,,,,,,,,,
hands_NNS,0.177069239,,,,,hands_NNS,0.177069239,,led_VBD,0.137359823,,hands_NNS,-0.177069239,,led_VBD,0.137359823,,0.192630528,,,,,,,,,,,,,,,,,,,
said_VBD,0.176729018,,,,,said_VBD,0.176729018,,i'd_PPSS,0.136455512,,said_VBD,0.176729018,,i'd_PPSS,0.136455512,,0.192630528,,,,,,,,,,,,,,,,,,,
work_NN,0.17603897,,,,,work_NN,0.17603897,,research_NN,0.13581962,,work_NN,0.17603897,,research_NN,0.13581962,,0.192630528,,,,,,,,,,,,,,,,,,,
more_QL,0.175750309,,,,,more_QL,0.175750309,,fought_VBD,0.13573278,,more_QL,-0.175750309,,fought_VBD,0.13573278,,0.192630528,,,,,,,,,,,,,,,,,,,
generation_NN,0.175642503,,,,,generation_NN,0.175642503,,understand_VB,0.134431232,,generation_NN,0.175642503,,understand_VB,0.134431232,,0.192630528,,,,,,,,,,,,,,,,,,,
months_NNS,0.175102112,,,,,months_NNS,0.175102112,,love_VB,0.134028983,,months_NNS,0.175102112,,love_VB,0.134028983,,0.192630528,,,,,,,,,,,,,,,,,,,
raise_VB,0.174659782,,,,,raise_VB,0.174659782,,lot_NN,0.133353816,,raise_VB,-0.174659782,,lot_NN,0.133353816,,0.192630528,,,,,,,,,,,,,,,,,,,
taxes_NNS,0.174644567,,,,,taxes_NNS,0.174644567,,well_UH,0.133099265,,taxes_NNS,-0.174644567,,well_UH,0.133099265,,0.192630528,,,,,,,,,,,,,,,,,,,
opportunities_NNS,0.174606171,,,,,opportunities_NNS,0.174606171,,rebuild_VB,0.132830359,,opportunities_NNS,-0.174606171,,rebuild_VB,0.132830359,,0.192630528,,,,,,,,,,,,,,,,,,,
defend_VB,0.174403068,,,,,defend_VB,0.174403068,,to_TO,0.132682396,,defend_VB,-0.174403068,,to_TO,0.132682396,,0.192630528,,,,,,,,,,,,,,,,,,,
better_JJR,0.173148041,,,,,better_JJR,0.173148041,,helping_VBG,0.13093311,,better_JJR,-0.173148041,,helping_VBG,0.13093311,,0.192630528,,,,,,,,,,,,,,,,,,,
wealthy_JJ,0.172277874,,,,,wealthy_JJ,0.172277874,,wouldn't_MD,0.130286942,,wealthy_JJ,0.172277874,,wouldn't_MD,0.130286942,,0.192630528,,,,,,,,,,,,,,,,,,,
million_CD,0.171920147,,,,,million_CD,0.171920147,,that_WPS,0.129545376,,million_CD,0.171920147,,that_WPS,0.129545376,,0.192630528,,,,,,,,,,,,,,,,,,,
experience_NN,0.171449223,,,,,experience_NN,0.171449223,,home_NR,0.129347011,,experience_NN,-0.171449223,,home_NR,0.129347011,,0.192630528,,,,,,,,,,,,,,,,,,,
skills_NNS,0.170867414,,,,,skills_NNS,0.170867414,,about_RB,0.129082031,,skills_NNS,0.170867414,,about_RB,0.129082031,,0.192630528,,,,,,,,,,,,,,,,,,,
wants_VBZ,0.170706967,,,,,wants_VBZ,0.170706967,,think_VB,0.128418413,,wants_VBZ,0.170706967,,think_VB,0.128418413,,0.192630528,,,,,,,,,,,,,,,,,,,
america's_NP$,0.169952694,,,,,america's_NP$,0.169952694,,met_VBD,0.128377314,,america's_NP$,-0.169952694,,met_VBD,0.128377314,,0.192630528,,,,,,,,,,,,,,,,,,,
know_VB,0.169891399,,,,,know_VB,0.169891399,,education_NN,0.127818186,,know_VB,0.169891399,,education_NN,0.127818186,,0.192630528,,,,,,,,,,,,,,,,,,,
philosophy_NN,0.169563564,,,,,philosophy_NN,0.169563564,,more_AP,0.127742982,,philosophy_NN,0.169563564,,more_AP,0.127742982,,0.192630528,,,,,,,,,,,,,,,,,,,
move_VB,0.168886142,,,,,move_VB,0.168886142,,manufacturing_VBG,0.127515437,,move_VB,0.168886142,,manufacturing_VBG,0.127515437,,0.192630528,,,,,,,,,,,,,,,,,,,
left_VBN,0.168682541,,,,,left_VBN,0.168682541,,industry_NN,0.12743313,,left_VBN,-0.168682541,,industry_NN,0.12743313,,0.192630528,,,,,,,,,,,,,,,,,,,
grow_VB,0.168173263,,,,,grow_VB,0.168173263,,matter_NN,0.126827811,,grow_VB,0.168173263,,matter_NN,0.126827811,,0.192630528,,,,,,,,,,,,,,,,,,,
before_IN,0.167652112,,,,,before_IN,0.167652112,,struggling_VBG,0.126440059,,before_IN,-0.167652112,,struggling_VBG,0.126440059,,0.192630528,,,,,,,,,,,,,,,,,,,
states_NNS,0.167469258,,,,,states_NNS,0.167469258,,mother_NN,0.126071923,,states_NNS,0.167469258,,mother_NN,0.126071923,,0.192630528,,,,,,,,,,,,,,,,,,,
standing_VBG,0.167211213,,,,,standing_VBG,0.167211213,,deal_NN,0.124974814,,standing_VBG,0.167211213,,deal_NN,0.124974814,,0.192630528,,,,,,,,,,,,,,,,,,,
balanced_VBN,0.166789109,,,,,balanced_VBN,0.166789109,,streets_NNS,0.124807066,,balanced_VBN,-0.166789109,,streets_NNS,0.124807066,,0.192630528,,,,,,,,,,,,,,,,,,,
giving_VBG,0.166136566,,,,,giving_VBG,0.166136566,,couldn't_MD,0.124652654,,giving_VBG,0.166136566,,couldn't_MD,0.124652654,,0.192630528,,,,,,,,,,,,,,,,,,,
passed_VBD,0.164886205,,,,,passed_VBD,0.164886205,,last_AP,0.124640496,,passed_VBD,0.164886205,,last_AP,0.124640496,,0.192630528,,,,,,,,,,,,,,,,,,,
action_NN,0.164145038,,,,,action_NN,0.164145038,,moment_NN,0.123467099,,action_NN,-0.164145038,,moment_NN,0.123467099,,0.192630528,,,,,,,,,,,,,,,,,,,
friends_NNS,0.163767182,,,,,friends_NNS,0.163767182,,vote_VB,0.123279424,,friends_NNS,-0.163767182,,vote_VB,0.123279424,,0.192630528,,,,,,,,,,,,,,,,,,,
romney_NN,0.163619961,,,,,romney_NN,0.163619961,,talk_VB,0.123220587,,romney_NN,0.163619961,,talk_VB,0.123220587,,0.192630528,,,,,,,,,,,,,,,,,,,
efforts_NNS,0.162783078,,,,,efforts_NNS,0.162783078,,harder_RBR,0.123092212,,efforts_NNS,-0.162783078,,harder_RBR,0.123092212,,0.192630528,,,,,,,,,,,,,,,,,,,
building_VBG,0.162557356,,,,,building_VBG,0.162557356,,road_NN,0.122784891,,building_VBG,0.162557356,,road_NN,0.122784891,,0.192630528,,,,,,,,,,,,,,,,,,,
